time,speed,hasAeroForce,hasRollingForce,hasGravityForce,hasAcceleration,hasAccelerationForce,hasTotalForce,hasPower,P_EB,P_PB,P_conv,I_EB,I_PB,I_load,I_prime,SOC_EB,SOC_PB,SOC_HESS,power_balance_error,SOC_EB_raw,SOC_PB_raw,P_EB_from_current,P_PB_from_current,error_P_EB_current,error_P_PB_current,SOC_HESS_calculated,SOC_HESS_error
5744,2.5,3.16,110.01,0.0,-1.11,-1554.0,-1440.83,-3313.91,-3313.91,-0.0,-349.0652,-7.3642,-0.0,-8.2313,-0.867,0.684485,0.851076,0.714288,0.0,0.684485,0.851076,-3313.8900000000003,-0.0,-0.019999999999527063,0.0,0.7142883784444042,-3.784444041476931e-07
5745,1.388888888888889,0.97,109.91,0.0,-0.83,-1162.0,-1051.12,-1343.1,-1343.1,0.0,-141.4732,-2.9847,0.0,-3.3361,-0.3514,0.684552,0.851076,0.714343,0.0,0.684552,0.851076,-1343.115,0.0,0.015000000000100044,0.0,0.7143433920444441,-3.92044444130768e-07
5746,0.5555555555555556,0.16,109.88,0.0,-0.42,-588.0,-477.96,-244.29,-244.29,-0.0,-25.7319,-0.5429,-0.0,-0.6068,-0.0639,0.684579,0.851076,0.714365,0.0,0.684579,0.851076,-244.30500000000004,-0.0,0.015000000000043201,0.0,0.7143655617041615,-5.617041615169072e-07
5747,0.1388888888888889,0.01,109.87,0.0,0.0,0.0,109.88,16.59,16.59,-0.0,1.7475,0.0369,-0.0,0.0412,0.0043,0.684584,0.851076,0.714369,0.0,0.684584,0.851076,16.605,-0.0,-0.015000000000000568,0.0,0.7143696671967018,-6.671967017757297e-07
5748,0.1388888888888889,0.01,109.87,0.0,-0.14,-196.0,-86.12,-11.0,-11.0,0.0,-1.1587,-0.0244,0.0,-0.0273,-0.0029,0.684583,0.851076,0.714369,0.0,0.684583,0.851076,-10.98,0.0,-0.019999999999999574,0.0,0.7143688460981937,1.5390180629903938e-07
5749,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684584,0.851076,0.714369,0.0,0.684584,0.851076,0.0,0.0,0.0,0.0,0.7143696671967018,-6.671967017757297e-07
5750,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684584,0.851076,0.714369,0.0,0.684584,0.851076,0.0,0.0,0.0,0.0,0.7143696671967018,-6.671967017757297e-07
5751,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684584,0.851076,0.714369,0.0,0.684584,0.851076,0.0,0.0,0.0,0.0,0.7143696671967018,-6.671967017757297e-07
5752,0.0,0.0,109.87,0.0,0.0,0.0,109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684584,0.851076,0.714369,0.0,0.684584,0.851076,0.0,0.0,0.0,0.0,0.7143696671967018,-6.671967017757297e-07
5753,0.0,0.0,109.87,0.0,0.28,392.0,501.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684584,0.851076,0.714369,0.0,0.684584,0.851076,0.0,0.0,0.0,0.0,0.7143696671967018,-6.671967017757297e-07
5754,0.2777777777777778,0.04,109.87,0.0,1.92,2688.0,2797.91,844.78,844.78,0.0,88.9835,1.8773,0.0,2.0983,0.221,0.684584,0.851076,0.714369,0.0,0.684584,0.851076,844.785,0.0,-0.0049999999999954525,0.0,0.7143696671967018,-6.671967017757297e-07
5755,2.194444444444445,2.43,109.98,0.0,1.64,2296.0,2408.41,5744.7,5744.7,-0.0,605.1084,12.766,-0.0,14.269,1.503,0.684567,0.851076,0.714355,0.0,0.684567,0.851076,5744.7,-0.0,0.0,0.0,0.7143557085220649,-7.085220649072355e-07
5756,3.833333333333333,7.43,110.19,0.0,0.94,1316.0,1433.62,5973.41,5973.41,0.0,629.1992,13.2742,0.0,14.8371,1.5628,0.68445,0.851076,0.71426,0.0,0.68445,0.851076,5973.39,0.0,0.019999999999527063,0.0,0.7142596399966222,3.600033777750866e-07
5757,4.777777777777778,11.53,110.37,0.0,0.83,1162.0,1283.9,6667.6,6667.6,0.0,702.3205,14.8169,0.0,16.5614,1.7445,0.684329,0.851076,0.71416,0.0,0.684329,0.851076,6667.6050000000005,0.0,-0.005000000000109139,0.0,0.7141602870771474,-2.870771473872935e-07
5758,5.611111111111111,15.91,110.56,0.0,0.69,966.0,1092.47,6663.01,6663.01,0.0,701.8371,14.8067,0.0,16.55,1.7433,0.684194,0.851076,0.714049,0.0,0.684194,0.851076,6663.014999999999,0.0,-0.004999999999199645,0.0,0.7140494387785598,-4.3877855970819724e-07
5759,6.305555555555555,20.09,110.75,0.0,0.94,1316.0,1446.84,9916.45,9916.45,-0.0,1044.5327,22.0366,-0.0,24.631,2.5945,0.684059,0.851076,0.713939,0.0,0.684059,0.851076,9916.47,-0.0,-0.019999999998617568,0.0,0.7139385904799722,4.095200277776101e-07
5760,7.25,26.56,111.03,0.0,0.83,1162.0,1299.59,10241.34,10241.34,0.0,1078.7545,22.7585,0.0,25.438,2.6795,0.683858,0.851076,0.713774,0.0,0.683858,0.851076,10241.325,0.0,0.014999999999417923,0.0,0.7137735496798528,4.503201471717233e-07
5761,8.083333333333334,33.02,111.31,0.0,0.81,1134.0,1278.33,11231.71,11231.71,0.0,1183.0735,24.9594,0.0,27.8979,2.9386,0.683651,0.851076,0.713603,0.0,0.683651,0.851076,11231.73,0.0,-0.020000000000436557,0.0,0.7136035822886854,-5.822886853801279e-07
5762,8.88888888888889,39.93,111.61,0.0,0.97,1358.0,1509.54,14584.92,12600.0,1984.92,1327.2,28.0,4.9303,36.2268,3.2966,0.683423,0.851076,0.713416,0.0,0.683423,0.851076,12600.0,1984.9387800000002,0.0,-0.018780000000106156,0.7134163718288484,-3.718288483778309e-07
5763,9.86111111111111,49.14,112.01,0.0,0.56,784.0,945.15,10130.68,10130.68,-0.0,1067.0983,22.5126,-0.0,25.1631,2.6505,0.683168,0.850891,0.713174,0.0,0.683168,0.850891,10130.67,-0.0,0.010000000000218279,0.0,0.7131738949332845,1.0506671543897284e-07
5764,10.41666666666667,54.83,112.26,0.0,0.11,154.0,321.09,3635.53,3635.53,0.0,382.9425,8.079,0.0,9.0301,0.9512,0.682963,0.850891,0.713005,0.0,0.682963,0.850891,3635.55,0.0,-0.01999999999998181,0.0,0.7130055697391329,-5.697391328718382e-07
5765,10.52777777777778,56.01,112.31,0.0,0.0,0.0,168.32,1926.13,1926.13,0.0,202.8857,4.2803,0.0,4.7842,0.5039,0.682889,0.850891,0.712945,0.0,0.682889,0.850891,1926.1350000000002,0.0,-0.005000000000109139,0.0,0.7129448084495368,1.91550463268797e-07
5766,10.52777777777778,56.01,112.31,0.0,0.14,196.0,364.32,4169.0,4169.0,-0.0,439.1347,9.2644,-0.0,10.3552,1.0907,0.68285,0.850891,0.712913,0.0,0.68285,0.850891,4168.9800000000005,-0.0,0.019999999999527063,0.0,0.7129127856077225,2.1439227748665246e-07
5767,10.66666666666667,57.49,112.37,0.0,0.28,392.0,561.86,6514.32,6514.32,0.0,686.175,14.4763,0.0,16.1806,1.7044,0.682765,0.850891,0.712843,0.0,0.682765,0.850891,6514.335,0.0,-0.015000000000327418,0.0,0.7128429922345378,7.765462162190317e-09
5768,10.94444444444444,60.53,112.5,0.0,0.42,588.0,761.03,9053.32,9053.32,0.0,953.6164,20.1185,0.0,22.4871,2.3686,0.682633,0.850891,0.712735,0.0,0.682633,0.850891,9053.325,0.0,-0.005000000001018634,0.0,0.7127346072314744,3.927685255922242e-07
5769,11.36111111111111,65.22,112.71,0.0,0.56,784.0,961.93,11878.9,11878.9,-0.0,1251.2441,26.3976,-0.0,29.5055,3.1079,0.68245,0.850891,0.712584,0.0,0.68245,0.850891,11878.92,-0.0,-0.020000000000436557,0.0,0.7125843462045002,-3.462045001789704e-07
5770,11.91666666666667,71.76,112.99,0.0,0.53,742.0,926.75,12004.1,12004.1,0.0,1264.4319,26.6758,0.0,29.8164,3.1407,0.682209,0.850891,0.712387,0.0,0.682209,0.850891,12004.109999999999,0.0,-0.00999999999839929,0.0,0.7123864614640585,5.385359415077673e-07
5771,12.44444444444444,78.25,113.28,0.0,0.56,784.0,975.53,13195.58,12600.0,595.58,1327.2,28.0,1.4793,32.7759,3.2966,0.681966,0.850891,0.712187,-1.1368683772161603e-13,0.681966,0.850891,12600.0,595.56618,0.0,0.013820000000009713,0.7121869345266009,6.547339914675376e-08
5772,13.0,85.4,113.59,0.0,0.56,784.0,982.99,13890.08,12600.0,1290.08,1327.2,28.0,3.2044,34.5009,3.2966,0.681711,0.850836,0.711968,0.0,0.681711,0.850836,12600.0,1290.0914400000001,0.0,-0.011440000000220607,0.7119677148249896,2.851750104948536e-07
5773,13.55555555555555,92.85,113.91,0.0,0.14,196.0,402.76,5934.39,5934.39,-0.0,625.0891,13.1875,-0.0,14.7402,1.5526,0.681455,0.850716,0.711736,0.0,0.681455,0.850716,5934.375,-0.0,0.015000000000327418,0.0,0.7117360454278941,-4.542789411310366e-08
5774,13.69444444444444,94.77,113.99,0.0,0.28,392.0,600.76,8942.47,8942.47,0.0,941.9402,19.8722,0.0,22.2118,2.3396,0.681335,0.850716,0.711638,0.0,0.681335,0.850716,8942.49,0.0,-0.020000000000436557,0.0,0.7116375136069273,4.863930727072585e-07
5775,13.97222222222222,98.65,114.16,0.0,0.0,0.0,212.81,3231.99,3231.99,-0.0,340.4363,7.1822,-0.0,8.0278,0.8456,0.681154,0.850716,0.711489,0.0,0.681154,0.850716,3231.99,-0.0,0.0,0.0,0.7114888947769691,1.0522303095505947e-07
5776,13.97222222222222,98.65,114.16,0.0,-0.14,-196.0,16.81,255.29,255.29,-0.0,26.8905,0.5673,-0.0,0.6341,0.0668,0.681089,0.850716,0.711435,0.0,0.681089,0.850716,255.28500000000003,-0.0,0.004999999999967031,0.0,0.7114355233739454,-5.233739454046926e-07
5777,13.83333333333333,96.7,114.08,0.0,0.42,588.0,798.78,12010.64,12010.64,-0.0,1265.1207,26.6903,-0.0,29.8327,3.1424,0.681083,0.850716,0.711431,0.0,0.681083,0.850716,12010.635,-0.0,0.004999999999199645,0.0,0.711430596782897,4.032171030399212e-07
5778,14.25,102.61,114.33,0.0,0.39,546.0,762.94,11817.28,11817.28,-0.0,1244.7535,26.2606,-0.0,29.3524,3.0918,0.68084,0.850716,0.711231,0.0,0.68084,0.850716,11817.27,-0.0,0.010000000000218279,0.0,0.7112310698454395,-6.984543954313693e-08
5779,14.63888888888889,108.29,114.58,0.0,0.0,0.0,222.87,3546.27,3546.27,-0.0,373.5404,7.8806,-0.0,8.8084,0.9278,0.680601,0.850716,0.711035,0.0,0.680601,0.850716,3546.27,-0.0,0.0,0.0,0.7110348273020141,1.7269798591179608e-07
5780,14.63888888888889,108.29,114.58,0.0,0.56,784.0,1006.87,16021.15,12600.0,3421.15,1327.2,28.0,8.4976,39.7942,3.2966,0.680529,0.850716,0.710976,-4.547473508864641e-13,0.680529,0.850716,12600.0,3421.13376,0.0,0.016239999999925203,0.7109757082094339,2.917905661536935e-07
5781,15.19444444444444,116.66,114.95,0.0,0.42,588.0,819.61,13536.43,12600.0,936.43,1327.2,28.0,2.326,33.6225,3.2966,0.680273,0.850398,0.710709,3.410605131648481e-13,0.680273,0.850398,12600.0,936.4476000000001,0.0,-0.017600000000129512,0.7107086163169335,3.8368306654046336e-07
5782,15.61111111111111,123.15,115.23,0.0,0.14,196.0,434.38,7370.82,7370.82,0.0,776.393,16.3796,0.0,18.308,1.9284,0.680018,0.850311,0.710484,0.0,0.680018,0.850311,7370.82,0.0,0.0,0.0,0.71048367176758,3.2823242002155695e-07
5783,15.75,125.35,115.32,0.0,-0.14,-196.0,44.67,764.73,764.73,0.0,80.5516,1.6994,0.0,1.8995,0.2001,0.679869,0.850311,0.710361,0.0,0.679869,0.850311,764.73,0.0,0.0,0.0,0.7103613280898795,-3.2808987948662605e-07
5784,15.61111111111111,123.15,115.23,0.0,-0.14,-196.0,42.38,719.13,719.13,-0.0,75.7484,1.5981,-0.0,1.7862,0.1881,0.679853,0.850311,0.710348,0.0,0.679853,0.850311,719.145,-0.0,-0.014999999999986358,0.0,0.7103481905137508,-1.9051375077516752e-07
5785,15.47222222222222,120.97,115.13,0.0,-0.42,-588.0,-351.9,-5009.1,-5009.1,-0.0,-527.6252,-11.1313,-0.0,-12.4419,-1.3105,0.679839,0.850311,0.710336,0.0,0.679839,0.850311,-5009.085,-0.0,-0.015000000000327418,0.0,0.7103366951346378,-6.951346378514245e-07
5786,15.05555555555556,114.54,114.85,0.0,0.14,196.0,425.39,6961.39,6961.39,-0.0,733.2664,15.4698,-0.0,17.2911,1.8213,0.67994,0.850311,0.71042,0.0,0.67994,0.850311,6961.41,-0.0,-0.019999999999527063,0.0,0.7104196260839516,3.739160484572679e-07
5787,15.19444444444444,116.66,114.95,0.0,0.14,196.0,427.61,7062.28,7062.28,0.0,743.8935,15.694,0.0,17.5417,1.8477,0.679799,0.850311,0.710304,0.0,0.679799,0.850311,7062.3,0.0,-0.020000000000436557,0.0,0.7103038511943156,1.4880568444120001e-07
5788,15.33333333333333,118.8,115.04,0.0,0.0,0.0,233.84,3897.34,3897.34,0.0,410.5198,8.6608,0.0,9.6804,1.0197,0.679656,0.850311,0.710187,0.0,0.679656,0.850311,3897.36,0.0,-0.01999999999998181,0.0,0.7101864341076637,5.658923363238699e-07
5789,15.33333333333333,118.8,115.04,0.0,0.14,196.0,429.84,7164.0,7164.0,-0.0,754.608,15.92,-0.0,17.7943,1.8743,0.679577,0.850311,0.710122,0.0,0.679577,0.850311,7164.0,-0.0,0.0,0.0,0.7101215673255271,4.3267447291661654e-07
5790,15.47222222222222,120.97,115.13,0.0,-0.14,-196.0,40.1,674.39,674.39,0.0,71.0357,1.4986,0.0,1.6751,0.1764,0.679432,0.850311,0.710002,0.0,0.679432,0.850311,674.37,0.0,0.01999999999998181,0.0,0.710002508041859,-5.080418590264202e-07
5791,15.33333333333333,118.8,115.04,0.0,-0.14,-196.0,37.84,630.66,630.66,0.0,66.4295,1.4015,0.0,1.5665,0.165,0.679418,0.850311,0.709991,0.0,0.679418,0.850311,630.675,0.0,-0.014999999999986358,0.0,0.7099910126627462,-1.2662746184943785e-08
5792,15.19444444444444,116.66,114.95,0.0,0.0,0.0,231.61,3825.21,3825.21,0.0,402.9221,8.5005,0.0,9.5013,1.0008,0.679406,0.850311,0.709981,0.0,0.679406,0.850311,3825.2250000000004,0.0,-0.015000000000327418,0.0,0.7099811594806495,-1.5948064957527208e-07
5793,15.19444444444444,116.66,114.95,0.0,-0.28,-392.0,-160.39,-2242.08,-2242.08,0.0,-236.1658,-4.9824,0.0,-5.569,-0.5866,0.679328,0.850311,0.709917,0.0,0.679328,0.850311,-2242.08,0.0,0.0,0.0,0.7099171137970213,-1.1379702125058344e-07
5794,14.91666666666667,112.44,114.76,0.0,-0.28,-392.0,-164.8,-2261.61,-2261.61,-0.0,-238.2229,-5.0258,-0.0,-5.6175,-0.5917,0.679374,0.850311,0.709954,0.0,0.679374,0.850311,-2261.61,-0.0,0.0,0.0,0.7099548843283918,-8.843283918480438e-07
5795,14.63888888888889,108.29,114.58,0.0,0.0,0.0,222.87,3546.27,3546.27,-0.0,373.5404,7.8806,-0.0,8.8084,0.9278,0.679419,0.850311,0.709992,0.0,0.679419,0.850311,3546.27,-0.0,0.0,0.0,0.7099918337612543,1.6623874565802055e-07
5796,14.63888888888889,108.29,114.58,0.0,0.28,392.0,614.87,9783.71,9783.71,0.0,1030.5508,21.7416,0.0,24.3013,2.5597,0.679347,0.850311,0.709933,0.0,0.679347,0.850311,9783.72,0.0,-0.010000000000218279,0.0,0.7099327146686744,2.8533132567787334e-07
5797,14.91666666666667,112.44,114.76,0.0,0.0,0.0,227.2,3683.77,3683.77,-0.0,388.0238,8.1862,-0.0,9.15,0.9638,0.679149,0.850311,0.70977,0.0,0.679149,0.850311,3683.79,-0.0,-0.01999999999998181,0.0,0.7097701371640791,-1.371640790948092e-07
5798,14.91666666666667,112.44,114.76,0.0,0.14,196.0,423.2,6861.66,6861.66,-0.0,722.7615,15.2481,-0.0,17.0434,1.7952,0.679075,0.850311,0.709709,0.0,0.679075,0.850311,6861.645,-0.0,0.014999999999417923,0.0,0.7097093758744829,-3.758744828719074e-07
5799,15.05555555555556,114.54,114.85,0.0,0.28,392.0,621.39,10168.88,10168.88,0.0,1071.122,22.5975,0.0,25.258,2.6605,0.678936,0.850311,0.709595,0.0,0.678936,0.850311,10168.875,0.0,0.004999999999199645,0.0,0.7095952431818631,-2.431818630910243e-07
5800,15.33333333333333,118.8,115.04,0.0,0.42,588.0,821.84,13697.34,12600.0,1097.34,1327.2,28.0,2.7256,34.0222,3.2966,0.67873,0.850311,0.709426,2.2737367544323206e-13,0.67873,0.850311,12600.0,1097.32656,0.0,0.01343999999994594,0.7094260968892036,-9.68892035491109e-08
5801,15.75,125.35,115.32,0.0,0.28,392.0,632.67,10831.03,10831.03,0.0,1140.8685,24.069,0.0,26.9027,2.8338,0.678474,0.850209,0.709198,0.0,0.678474,0.850209,10831.05,0.0,-0.019999999998617568,0.0,0.7091976477189629,3.5228103711926195e-07
5802,16.02777777777778,129.81,115.52,0.0,0.0,0.0,245.33,4274.01,4274.01,0.0,450.1957,9.4978,0.0,10.616,1.1182,0.678255,0.850209,0.709018,0.0,0.678255,0.850209,4274.01,0.0,0.0,0.0,0.7090178271456985,1.7285430153890502e-07
5803,16.02777777777778,129.81,115.52,0.0,0.14,196.0,441.33,7688.63,7688.63,0.0,809.869,17.0858,0.0,19.0974,2.0116,0.678168,0.850209,0.708947,0.0,0.678168,0.850209,7688.61,0.0,0.020000000000436557,0.0,0.7089463915754977,6.084245023352253e-07
5804,16.16666666666667,132.07,115.62,0.0,0.25,350.0,597.69,10502.89,10502.89,-0.0,1106.3044,23.3398,-0.0,26.0877,2.7479,0.678012,0.850209,0.708819,0.0,0.678012,0.850209,10502.91,-0.0,-0.020000000000436557,0.0,0.7088183002082408,6.997917592066472e-07
5805,16.41666666666667,136.19,115.79,0.0,0.28,392.0,643.98,11491.32,11491.32,0.0,1210.419,25.5363,0.0,28.5428,3.0065,0.6778,0.850209,0.708644,0.0,0.6778,0.850209,11491.335000000001,0.0,-0.015000000001236913,0.0,0.7086442273245329,-2.2732453286433696e-07
5806,16.69444444444444,140.83,116.0,0.0,0.42,588.0,844.83,15330.4,12600.0,2730.4,1327.2,28.0,6.7819,38.0785,3.2966,0.677567,0.850209,0.708453,-4.547473508864641e-13,0.677567,0.850209,12600.0,2730.39294,0.0,0.00705999999991036,0.7084529113721558,8.86278441747379e-08
5807,17.11111111111111,147.95,116.31,0.0,0.14,196.0,460.26,8560.39,8560.39,-0.0,901.6944,19.0231,-0.0,21.2628,2.2397,0.677312,0.849955,0.708198,0.0,0.677312,0.849955,8560.395,-0.0,-0.005000000001018634,0.0,0.7081980902736478,-9.027364777924873e-08
5808,17.25,150.36,116.41,0.0,0.28,392.0,658.77,12351.93,12351.93,0.0,1301.07,27.4487,0.0,30.6804,3.2317,0.677138,0.849955,0.708055,0.0,0.677138,0.849955,12351.914999999999,0.0,0.015000000001236913,0.0,0.7080552191332461,-2.191332461043416e-07
5809,17.52777777777778,155.24,116.62,0.0,0.53,742.0,1013.86,19315.99,12600.0,6715.99,1327.2,28.0,16.6815,47.9781,3.2966,0.676888,0.849955,0.70785,1.8189894035458565e-12,0.676888,0.849955,12600.0,6715.9719000000005,0.0,0.01809999999932188,0.7078499445062321,5.549376791424976e-08
5810,18.05555555555555,164.73,117.04,0.0,0.14,196.0,477.77,9376.52,9376.52,0.0,987.6601,20.8367,0.0,23.2899,2.4532,0.676633,0.84933,0.707528,0.0,0.676633,0.84933,9376.515,0.0,0.005000000001018634,0.0,0.7075287509542129,-7.509542128136815e-07
5811,18.19444444444444,167.28,117.15,0.0,0.0,0.0,284.43,5625.05,5625.05,0.0,592.5053,12.5001,0.0,13.9718,1.4717,0.676443,0.84933,0.707372,0.0,0.676443,0.84933,5625.045,0.0,0.005000000000109139,0.0,0.7073727422376821,-7.422376820942489e-07
5812,18.19444444444444,167.28,117.15,0.0,0.42,588.0,872.43,17253.67,12600.0,4653.67,1327.2,28.0,11.559,42.8556,3.2966,0.676329,0.84933,0.707279,-1.8189894035458565e-12,0.676329,0.84933,12600.0,4653.6534,0.0,0.016599999999925785,0.7072791370077637,-1.3700776368974488e-07
5813,18.61111111111111,175.03,117.48,0.0,0.28,392.0,684.51,13847.27,12600.0,1247.27,1327.2,28.0,3.098,34.3946,3.2966,0.676073,0.848897,0.706992,4.547473508864641e-13,0.676073,0.848897,12600.0,1247.2548,0.0,0.01520000000004984,0.7069914714436896,5.285563103862856e-07
5814,18.88888888888889,180.29,117.71,0.0,0.14,196.0,494.0,10142.51,10142.51,0.0,1068.3444,22.5389,0.0,25.1925,2.6536,0.675818,0.848782,0.706761,0.0,0.675818,0.848782,10142.505000000001,0.0,0.004999999999199645,0.0,0.7067615176525619,-5.176525619265959e-07
5815,19.02777777777778,182.95,117.83,0.0,0.0,0.0,300.78,6220.84,6220.84,0.0,655.2618,13.8241,0.0,15.4517,1.6276,0.675613,0.848782,0.706593,0.0,0.675613,0.848782,6220.845,0.0,-0.005000000000109139,0.0,0.7065931924584102,-1.924584102086513e-07
5816,19.02777777777778,182.95,117.83,0.0,-0.56,-784.0,-483.22,-8459.03,-6300.0,-2159.03,-663.6,-14.0,-5.3627,-21.011,-1.6483,0.675486,0.848782,0.706489,-4.547473508864641e-13,0.675486,0.848782,-6300.0,-2159.02302,0.0,-0.006980000000112341,0.7064889129478872,8.70521128515378e-08
5817,18.47222222222222,172.42,117.37,0.0,-0.42,-588.0,-298.21,-5067.91,-5067.91,-0.0,-533.8199,-11.262,-0.0,-12.588,-1.3259,0.675614,0.848982,0.70663,0.0,0.675614,0.848982,-5067.900000000001,-0.0,-0.009999999999308784,0.0,0.7066297938553071,2.061446928713906e-07
5818,18.05555555555555,164.73,117.04,0.0,-0.53,-742.0,-460.23,-7644.93,-6300.0,-1344.93,-663.6,-14.0,-3.3406,-18.9889,-1.6483,0.675717,0.848982,0.706714,-2.2737367544323206e-13,0.675717,0.848982,-6300.0,-1344.92556,0.0,-0.004440000000158761,0.7067143670016369,-3.670016369694551e-07
5819,17.52777777777778,155.24,116.62,0.0,-0.56,-784.0,-512.14,-8258.55,-6300.0,-1958.55,-663.6,-14.0,-4.8648,-20.513,-1.6483,0.675844,0.849107,0.706841,6.821210263296962e-13,0.675844,0.849107,-6300.0,-1958.5684800000001,0.0,0.018480000000181462,0.7068410091986529,-9.198652839437216e-09
5820,16.97222222222222,145.56,116.2,0.0,-0.28,-392.0,-130.24,-2033.62,-2033.62,-0.0,-214.208,-4.5192,-0.0,-5.0512,-0.5321,0.675972,0.849289,0.706979,0.0,0.675972,0.849289,-2033.6399999999999,-0.0,0.01999999999998181,0.0,0.706978669879218,3.301207820438634e-07
5821,16.69444444444444,140.83,116.0,0.0,-0.42,-588.0,-331.17,-5086.4,-5086.4,0.0,-535.7675,-11.3031,0.0,-12.6339,-1.3308,0.676013,0.849289,0.707013,0.0,0.676013,0.849289,-5086.395,0.0,-0.004999999999199645,0.0,0.7070123349180483,6.650819517339812e-07
5822,16.27777777777778,133.89,115.69,0.0,-0.39,-546.0,-296.42,-4439.06,-4439.06,0.0,-467.581,-9.8646,0.0,-11.026,-1.1614,0.676116,0.849289,0.707097,0.0,0.676116,0.849289,-4439.07,0.0,0.009999999999308784,0.0,0.7070969080643781,9.193562189313553e-08
5823,15.88888888888889,127.57,115.42,0.0,-0.28,-392.0,-149.01,-2178.19,-2178.19,-0.0,-229.436,-4.8404,-0.0,-5.4103,-0.5699,0.676206,0.849289,0.707171,0.0,0.676206,0.849289,-2178.18,-0.0,-0.010000000000218279,0.0,0.7071708069301031,1.9306989684775289e-07
5824,15.61111111111111,123.15,115.23,0.0,0.14,196.0,434.38,7370.82,7370.82,0.0,776.393,16.3796,0.0,18.308,1.9284,0.67625,0.849289,0.707207,0.0,0.67625,0.849289,7370.82,0.0,0.0,0.0,0.7072069352644577,6.473554237107493e-08
5825,15.75,125.35,115.32,0.0,0.28,392.0,632.67,10831.03,10831.03,0.0,1140.8685,24.069,0.0,26.9027,2.8338,0.676101,0.849289,0.707085,0.0,0.676101,0.849289,10831.05,0.0,-0.019999999998617568,0.0,0.7070845915867572,4.084132427806253e-07
5826,16.02777777777778,129.81,115.52,0.0,0.0,0.0,245.33,4274.01,4274.01,0.0,450.1957,9.4978,0.0,10.616,1.1182,0.675882,0.849289,0.706905,0.0,0.675882,0.849289,4274.01,0.0,0.0,0.0,0.7069047710134929,2.2898650708924606e-07
5827,16.02777777777778,129.81,115.52,0.0,0.14,196.0,441.33,7688.63,7688.63,0.0,809.869,17.0858,0.0,19.0974,2.0116,0.675795,0.849289,0.706833,0.0,0.675795,0.849289,7688.61,0.0,0.020000000000436557,0.0,0.706833335443292,-3.3544329192114475e-07
5828,16.16666666666667,132.07,115.62,0.0,0.25,350.0,597.69,10502.89,10502.89,-0.0,1106.3044,23.3398,-0.0,26.0877,2.7479,0.675639,0.849289,0.706706,0.0,0.675639,0.849289,10502.91,-0.0,-0.020000000000436557,0.0,0.7067052440760353,7.559239646459659e-07
5829,16.41666666666667,136.19,115.79,0.0,0.14,196.0,447.98,7993.85,7993.85,0.0,842.0189,17.7641,0.0,19.8556,2.0915,0.675426,0.849289,0.706531,0.0,0.675426,0.849289,7993.844999999999,0.0,0.005000000001018634,0.0,0.7065303500938193,6.499061807607731e-07
5830,16.55555555555556,138.5,115.89,0.0,-0.14,-196.0,58.39,1050.74,1050.74,0.0,110.6779,2.335,0.0,2.6099,0.2749,0.675264,0.849289,0.706398,0.0,0.675264,0.849289,1050.75,0.0,-0.009999999999990905,0.0,0.7063973321355141,6.678644858260085e-07
5831,16.41666666666667,136.19,115.79,0.0,0.0,0.0,251.98,4496.38,4496.38,0.0,473.6187,9.992,0.0,11.1684,1.1764,0.675243,0.849289,0.70638,0.0,0.675243,0.849289,4496.400000000001,0.0,-0.020000000000436557,0.0,0.706380089066845,-8.90668450104215e-08
5832,16.41666666666667,136.19,115.79,0.0,-0.39,-546.0,-294.02,-4440.68,-4440.68,0.0,-467.7516,-9.8682,0.0,-11.03,-1.1618,0.675152,0.849289,0.706306,0.0,0.675152,0.849289,-4440.69,0.0,0.009999999999308784,0.0,0.7063053691026119,6.308973881097302e-07
5833,16.02777777777778,129.81,115.52,0.0,-0.28,-392.0,-146.67,-2162.73,-2162.73,-0.0,-227.8076,-4.8061,-0.0,-5.3719,-0.5658,0.675242,0.849289,0.706379,0.0,0.675242,0.849289,-2162.745,-0.0,0.01499999999987267,0.0,0.7063792679683369,-2.6796833696440814e-07
5834,15.75,125.35,115.32,0.0,0.0,0.0,240.67,4120.16,4120.16,0.0,433.9902,9.1559,0.0,10.2339,1.078,0.675286,0.849289,0.706415,0.0,0.675286,0.849289,4120.155000000001,0.0,0.004999999999199645,0.0,0.7064153963026915,-3.963026914410861e-07
5835,15.75,125.35,115.32,0.0,-0.14,-196.0,44.67,764.73,764.73,0.0,80.5516,1.6994,0.0,1.8995,0.2001,0.675202,0.849289,0.706347,0.0,0.675202,0.849289,764.73,0.0,0.0,0.0,0.7063464240280146,5.759719853282164e-07
5836,15.61111111111111,123.15,115.23,0.0,-0.14,-196.0,42.38,719.13,719.13,-0.0,75.7484,1.5981,-0.0,1.7862,0.1881,0.675187,0.849289,0.706334,0.0,0.675187,0.849289,719.145,-0.0,-0.014999999999986358,0.0,0.7063341075503938,-1.0755039381304954e-07
